Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Genres,Metadata.Licensed?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Re-release?,Release.Year,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Polled,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Polled,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Polled,Length.Main Story.Rushed
Spectrobes,True,1,True,True,"Action,Strategy",True,,True,63,0.68,14.95,Nintendo DS,E,True,2007,22.016666666666666,26.016666666666666,22.066666666666663,3,18.016666666666666,26.03333333333333,28.016666666666666,26.03333333333333,2,24.05,14.0,14.0,14.0,1,14.0,0.0,0.0,0.0,0,0.0
X-Men: Legends II - Rise of Apocalypse,True,1,True,True,"Action,Role-Playing (RPG)",True,Activision,True,84,0.27,17.95,Sony PSP,M,True,2005,22.33333333333333,32.083333333333336,22.0,18,18.08333333333333,23.566666666666663,24.78333333333333,23.566666666666663,2,22.35,21.883333333333333,31.966666666666665,22.0,9,17.966666666666665,22.566666666666663,27.98333333333333,22.0,7,19.05
Need for Speed: Most Wanted,True,1,True,True,Racing / Driving,True,EA,True,45,0.25,15.95,Nintendo DS,E,True,2005,14.6,46.65,12.0,182,8.366666666666667,34.6,56.15,30.0,21,25.216666666666665,15.916666666666666,33.25,14.0,51,12.466666666666669,10.183333333333334,17.033333333333335,10.0,110,6.75
Dead or Alive 4,True,4,True,True,Action,True,,True,85,0.38,17.95,X360,E,True,2005,27.383333333333333,158.33333333333334,6.0,25,8.5,138.75,209.05,97.5,4,89.05,11.066666666666666,15.266666666666667,10.0,7,7.766666666666667,3.733333333333333,5.4,3.85,14,2.066666666666667
Aliens Vs Predator: Requiem,True,2,True,True,Action,True,,True,49,0.03,17.95,Sony PSP,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Tekken: Dark Resurrection,True,1,True,True,Action,True,"Namco,Sony",True,88,0.81,17.95,Sony PSP,E,True,2006,22.65,30.866666666666667,30.5,6,14.283333333333331,35.083333333333336,35.11666666666667,35.083333333333336,2,35.03333333333333,30.5,30.75,30.5,2,30.25,2.3666666666666667,2.55,2.3666666666666667,2,2.183333333333333
MotoGP '06,True,4,True,True,"Racing / Driving,Simulation,Sports",True,THQ,True,80,0.12,14.95,X360,M,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Crash of the Titans,True,2,True,True,Action,True,,True,65,0.29,17.95,X360,E,True,2007,7.75,9.05,8.0,19,5.716666666666667,9.216666666666669,9.733333333333333,9.216666666666669,2,8.7,10.1,10.1,10.1,1,10.1,7.433333333333334,8.733333333333333,7.5,16,5.5
Transformers: Autobots,True,1,True,True,"Action,Racing / Driving",True,Activision,True,67,1.17,17.95,Nintendo DS,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Culdcept Saga,True,4,True,True,Strategy,True,Namco,True,75,0.12,17.95,X360,T,True,2008,47.61666666666667,48.8,47.61666666666667,2,46.43333333333333,0.0,0.0,0.0,0,0.0,47.61666666666667,48.8,47.61666666666667,2,46.43333333333333,0.0,0.0,0.0,0,0.0
Killzone: Liberation,True,1,True,True,"Action,Strategy",True,Sony,True,77,0.32,16.95,Sony PSP,M,True,2006,8.3,11.066666666666666,8.0,26,6.866666666666667,9.533333333333331,10.316666666666666,9.533333333333331,2,8.766666666666667,10.533333333333331,12.25,10.45,5,8.866666666666667,7.583333333333333,9.866666666666667,7.9,19,6.666666666666667
NCAA Football 07,True,2,True,True,Sports,True,EA,True,79,0.7,4.95,X360,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
GUN ,True,1,True,True,"Action,Racing / Driving,Role-Playing (RPG)",True,Activision,True,75,0.22,19.95,X360,E,True,2005,8.85,14.833333333333334,8.0,83,5.95,13.183333333333334,17.233333333333334,13.25,19,10.1,8.55,10.533333333333331,8.516666666666667,36,6.633333333333333,6.3,10.083333333333334,6.0,28,4.816666666666666
Sonic Rush Adventure,True,1,True,True,"Action,Sports",True,Sega,True,78,0.52,24.95,Nintendo DS,T,True,2007,9.2,12.05,9.0,8,6.9,11.75,13.183333333333334,11.0,4,10.683333333333334,8.0,8.0,8.0,1,8.0,6.233333333333333,7.05,6.0,3,5.416666666666667
Juiced 2: Hot Import Nights,True,2,True,True,Racing / Driving,True,THQ,True,68,0.23,14.95,X360,E,True,2007,16.45,18.0,15.6,8,15.0,0.0,0.0,0.0,0,0.0,17.416666666666668,18.683333333333334,17.35,4,16.183333333333334,15.5,16.616666666666667,15.0,4,14.616666666666667
NBA Live 08,True,1,True,True,Sports,True,EA,True,73,0.3,14.95,Sony PSP,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Frogger: Helmet Chaos,True,1,True,True,Action,True,Konami,True,69,0.06,17.95,Nintendo DS,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Rayman Raving Rabbids,True,4,True,True,Action,True,Ubisoft,True,67,0.17,16.95,X360,M,True,2007,6.7,8.216666666666667,6.183333333333334,27,5.133333333333334,8.1,8.55,8.1,2,7.65,8.266666666666667,9.1,8.133333333333333,8,6.766666666666667,5.8,6.95,6.0,17,4.866666666666667
Rock Band,True,2,True,True,"Action,Simulation",True,,True,92,1.4,17.95,Nintendo Wii,T,True,2008,19.366666666666667,86.83333333333333,8.0,29,9.333333333333334,42.0,42.0,42.0,1,42.0,35.516666666666666,95.46666666666668,26.366666666666667,11,18.466666666666665,7.583333333333333,9.833333333333334,7.75,17,6.333333333333333
Dark Messiah of Might and Magic: Elements,True,1,True,True,"Action,Role-Playing (RPG)",True,Ubisoft,True,52,0.13,17.95,X360,T,True,2008,13.233333333333333,35.8,12.0,136,8.216666666666667,21.25,39.8,20.0,17,14.3,14.366666666666667,22.416666666666668,13.0,45,10.783333333333331,10.7,15.166666666666666,10.0,74,7.083333333333333
Far Cry: Instincts - Predator,True,4,True,True,Action,True,Ubisoft,True,78,0.19,17.95,X360,E,True,2006,18.766666666666666,23.416666666666668,17.916666666666668,7,16.333333333333332,20.0,20.0,20.0,1,20.0,21.4,24.1,18.0,3,18.716666666666665,15.733333333333333,16.633333333333333,14.983333333333333,3,14.85
Rayman Raving Rabbids 2,True,4,True,True,Action,True,Ubisoft,True,67,0.84,17.95,Nintendo Wii,T,True,2007,7.333333333333333,9.083333333333334,5.0,3,5.583333333333333,0.0,0.0,0.0,0,0.0,12.0,12.0,12.0,1,12.0,5.0,5.0,5.0,2,5.0
Spider-Man 3,True,1,True,True,Action,True,Activision,True,79,0.44,16.95,Nintendo DS,M,True,2007,10.833333333333334,16.283333333333335,10.316666666666666,18,7.883333333333333,10.816666666666666,10.816666666666666,10.816666666666666,1,10.816666666666666,12.55,16.966666666666665,11.316666666666666,7,10.966666666666669,9.633333333333333,12.483333333333333,9.666666666666666,10,7.416666666666667
Game Party,True,4,True,True,Action,True,Midway,True,25,1.49,14.95,Nintendo Wii,T,True,2007,2.0,2.0,2.0,1,2.0,2.0,2.0,2.0,1,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The Fast and the Furious,True,1,True,True,Racing / Driving,True,Namco,True,58,0.02,22.95,Sony PSP,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Warhammer: Battle for Atluma,True,1,True,True,Strategy,True,Namco,True,55,0.03,17.95,Sony PSP,M,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The BIGS,True,4,True,True,"Action,Simulation,Sports",True,2K,True,66,0.36,17.95,Nintendo Wii,M,True,2007,16.816666666666666,30.066666666666663,10.133333333333333,4,6.916666666666667,46.68333333333333,46.68333333333333,46.68333333333333,1,46.68333333333333,0.0,0.0,0.0,0,0.0,6.866666666666667,11.7,0.5333333333333333,3,2.033333333333333
Space Chimps,True,2,True,True,"Action,Adventure",True,,True,57,0.07,14.95,X360,T,True,2008,2.4,2.4,2.4,1,2.4,0.0,0.0,0.0,0,0.0,2.4,2.4,2.4,1,2.4,0.0,0.0,0.0,0,0.0
Soulcalibur Legends,True,2,True,True,Action,True,Namco,True,52,0.16,16.95,Nintendo Wii,E,True,2007,10.033333333333331,15.05,9.25,6,5.816666666666666,0.0,0.0,0.0,0,0.0,4.866666666666667,6.3,4.866666666666667,2,3.4333333333333336,12.6,16.0,10.483333333333333,4,10.266666666666667
Mortal Kombat vs. DC Universe,True,2,True,True,Action,True,Midway,True,72,0.98,24.95,X360,M,True,2008,4.733333333333333,7.8,4.0,24,2.65,0.0,0.0,0.0,0,0.0,7.333333333333333,9.166666666666666,6.866666666666667,8,5.166666666666667,3.45,5.233333333333333,3.0,16,2.066666666666667
SOCOM: U.S. Navy SEALs - Tactical Strike,True,1,True,True,"Action,Strategy",True,Sony,True,72,0.33,14.95,Sony PSP,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Mystery Dungeon: Shiren the Wanderer,True,1,True,True,"Action,Role-Playing (RPG)",True,Sega,True,69,0.17,17.95,Nintendo DS,T,True,2006,33.0,38.5,33.0,2,27.5,44.0,44.0,44.0,1,44.0,0.0,0.0,0.0,0,0.0,22.0,22.0,22.0,1,22.0
Top Spin 3,True,1,True,True,Sports,True,2K,True,75,0.08,24.95,PlayStation 3,M,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Super Princess Peach,True,1,True,True,Action,True,Nintendo,True,75,0.7,29.95,Nintendo DS,T,True,2005,11.0,19.58333333333333,9.283333333333331,22,7.816666666666666,17.783333333333335,23.4,17.783333333333335,6,13.466666666666669,9.1,10.833333333333334,9.25,9,7.583333333333333,7.616666666666667,9.083333333333334,7.0,7,6.4
Soldier of Fortune: Payback,True,1,True,True,Action,True,Activision,True,50,0.16,13.95,X360,M,True,2007,3.783333333333333,5.75,3.25,16,2.6,0.0,0.0,0.0,0,0.0,7.0,7.5,7.0,2,6.5,3.333333333333333,4.083333333333333,3.0,14,2.4333333333333336
Agatha Christie: Evil Under the Sun,True,1,True,True,Adventure,True,,True,46,0.05,17.95,Nintendo Wii,M,True,2008,7.616666666666667,8.433333333333334,7.616666666666667,2,6.8,6.0,6.0,6.0,1,6.0,0.0,0.0,0.0,0,0.0,9.25,9.25,9.25,1,9.25
NBA 2K8 ,True,1,True,True,Sports,True,2K,True,81,0.83,9.95,X360,M,True,2007,4.0,4.0,4.0,1,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,4.0,4.0,1,4.0
Perfect Dark Zero,True,4,True,True,Action,True,Microsoft,True,79,0.7,17.95,X360,E,True,2005,9.3,20.683333333333334,8.0,33,6.316666666666666,28.85,30.78333333333333,28.85,2,26.916666666666668,10.166666666666666,11.283333333333331,10.0,3,9.033333333333331,7.816666666666666,10.0,8.0,28,5.95
Untold Legends: The Warrior's Code,True,1,True,True,"Action,Role-Playing (RPG)",True,"Sony,Ubisoft",True,65,0.14,14.95,Sony PSP,T,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Excite Truck,True,2,True,True,Racing / Driving,True,Nintendo,True,72,0.4,19.95,Nintendo Wii,M,True,2006,15.85,19.95,14.0,7,10.95,24.33333333333333,24.83333333333333,25.0,3,23.83333333333333,12.0,13.0,12.0,2,11.0,7.0,7.0,7.0,2,7.0
Secret Files: Tunguska,True,2,True,True,Adventure,True,,True,64,0.02,17.95,Nintendo Wii,M,True,2008,10.083333333333334,13.6,9.333333333333334,27,7.3,12.05,14.75,12.0,9,10.5,11.5,11.75,11.5,2,11.25,8.8,12.566666666666666,8.716666666666667,16,6.816666666666666
Super Swing Golf Season 2,True,1,True,True,Sports,True,,True,70,0.07,19.95,Nintendo Wii,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Medal of Honor: Heroes 2,True,1,True,True,Action,True,EA,True,73,0.34,19.95,Nintendo Wii,E,True,2007,4.966666666666667,5.483333333333333,5.0,8,4.383333333333334,0.0,0.0,0.0,0,0.0,5.0,5.0,5.0,2,5.0,4.95,5.483333333333333,5.0,6,4.366666666666666
Shaun White Snowboarding: Road Trip,True,1,True,True,Sports,True,Ubisoft,True,78,0.95,14.95,Nintendo Wii,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Sonic Unleashed,True,1,True,True,"Action,Adventure",True,Sega,True,60,0.41,17.95,X360,E,True,2008,13.15,16.533333333333335,13.0,18,9.866666666666667,17.35,17.35,17.35,1,17.35,13.283333333333331,16.633333333333333,13.25,4,9.95,12.8,15.45,13.0,13,10.816666666666666
Call of Duty 4: Modern Warfare,True,4,True,True,Action,True,Activision,True,94,2.91,24.95,PlayStation 3,E,True,2007,8.016666666666667,28.75,7.0,615,4.75,16.65,31.133333333333333,15.0,50,11.316666666666666,9.7,29.666666666666668,9.0,97,6.516666666666667,6.75,13.433333333333334,7.0,468,4.433333333333334
Link's Crossbow Training,True,1,True,True,Action,True,Nintendo,True,68,3.2,14.95,Nintendo Wii,E,True,2007,2.1,3.5166666666666666,2.0,26,1.4,3.6166666666666663,4.1,4.016666666666667,4,2.9166666666666665,2.966666666666667,3.8666666666666663,2.5,5,2.4166666666666665,1.4833333333333334,2.15,1.1166666666666667,17,1.0333333333333334
Coded Arms,True,1,True,True,Action,True,Konami,True,59,0.3,12.95,Sony PSP,M,True,2005,7.066666666666666,8.266666666666667,6.0,5,5.583333333333333,0.0,0.0,0.0,0,0.0,8.566666666666666,9.566666666666666,9.716666666666669,3,7.566666666666666,4.816666666666666,4.9,4.816666666666666,2,4.733333333333333
LostMagic,True,1,True,True,"Action,Role-Playing (RPG)",True,Ubisoft,True,68,0.09,14.95,Nintendo DS,T,True,2006,13.283333333333331,20.066666666666663,12.0,6,7.933333333333334,13.55,19.616666666666667,9.933333333333334,3,7.5,13.016666666666667,13.016666666666667,13.016666666666667,1,13.016666666666667,13.0,14.0,13.0,2,12.0
Call of Duty 3,True,1,True,True,Action,True,Activision,True,80,0.52,19.95,PlayStation 3,T,True,2006,8.816666666666666,12.816666666666666,8.45,96,6.816666666666666,9.8,12.2,10.0,5,7.733333333333333,11.583333333333334,14.133333333333333,11.0,13,9.633333333333333,8.3,12.066666666666666,8.0,78,6.566666666666666
Ice Age 2: The Meltdown,True,1,True,True,Action,True,,True,66,0.07,17.95,Nintendo Wii,E,True,2006,9.25,11.933333333333334,8.5,4,6.933333333333334,0.0,0.0,0.0,0,0.0,13.5,14.25,13.5,2,12.75,5.0,5.0,5.0,2,5.0
NBA LIVE 07 ,True,1,True,True,Sports,True,EA,True,59,0.42,4.95,X360,T,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Madagascar,True,1,True,True,Adventure,True,Activision,True,66,0.27,14.95,Nintendo DS,E,True,2005,6.683333333333334,9.166666666666666,6.0,12,4.916666666666667,0.0,0.0,0.0,0,0.0,9.5,10.866666666666667,10.0,4,7.866666666666667,5.283333333333333,6.066666666666666,5.0,8,4.316666666666666
Tomb Raider: Underworld,True,1,True,True,Action,True,Eidos,True,75,0.44,17.95,PlayStation 3,T,True,2008,11.516666666666667,17.883333333333333,10.033333333333331,143,7.833333333333333,18.883333333333333,21.966666666666665,19.0,13,14.466666666666669,12.116666666666667,16.016666666666666,12.0,37,9.733333333333333,10.25,15.55,10.0,93,7.516666666666667
Battlestations: Midway,True,1,True,True,"Action,Strategy",True,Eidos,True,73,0.21,17.95,X360,T,True,2007,7.966666666666667,10.166666666666666,8.716666666666667,15,5.716666666666667,0.0,0.0,0.0,0,0.0,3.2666666666666666,3.2666666666666666,3.2666666666666666,1,3.2666666666666666,8.3,10.283333333333331,8.85,14,5.833333333333333
Speed Racer: The Videogame,True,1,True,True,Racing / Driving,True,,True,75,0.28,17.95,Nintendo DS,M,True,2008,12.383333333333333,12.383333333333333,12.383333333333333,1,12.383333333333333,12.383333333333333,12.383333333333333,12.383333333333333,1,12.383333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Beijing 2008,True,4,True,True,Sports,True,Sega,True,60,0.15,14.95,X360,T,True,2008,5.5,5.5,5.5,1,5.5,0.0,0.0,0.0,0,0.0,5.5,5.5,5.5,1,5.5,0.0,0.0,0.0,0,0.0
LEGO Batman: The Videogame,True,2,True,True,Action,True,,True,75,0.43,17.95,PlayStation 3,E,True,2008,17.333333333333332,33.083333333333336,15.0,121,10.333333333333334,29.216666666666665,39.55,29.0,35,22.883333333333333,16.75,28.183333333333334,16.0,33,13.183333333333334,9.833333333333334,13.816666666666666,9.433333333333334,53,7.066666666666666
Meteos,True,1,True,True,Strategy,True,Nintendo,True,88,0.16,15.95,Nintendo DS,E,True,2005,17.266666666666666,26.58333333333333,14.1,13,10.333333333333334,23.75,30.616666666666667,23.75,2,16.866666666666667,20.416666666666668,25.4,21.216666666666665,7,13.9,8.516666666666667,11.05,7.5,4,6.5
King of Clubs,True,1,True,True,Sports,True,,True,35,0.06,14.95,Nintendo Wii,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
NHL 08,True,7,True,True,Sports,True,EA,True,86,0.17,9.95,PlayStation 3,T,True,2007,17.5,18.75,17.5,2,16.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,17.5,18.75,17.5,2,16.25
SEGA Rally Revo,True,2,True,True,"Racing / Driving,Simulation",True,Sega,True,75,0.07,16.95,PlayStation 3,T,True,2007,34.0,34.0,34.0,1,34.0,34.0,34.0,34.0,1,34.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Bomberman,True,1,True,True,Strategy,True,Ubisoft,True,75,0.11,17.95,Nintendo DS,E,True,2005,3.333333333333333,4.133333333333334,3.2,7,2.6333333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.333333333333333,4.133333333333334,3.2,7,2.6333333333333333
Tiger Woods PGA Tour 08,True,4,True,True,Sports,True,EA,True,80,0.51,14.95,X360,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
LEGO Indiana Jones: The Original Adventures,True,2,True,True,Action,True,,True,77,2.42,9.95,X360,M,True,2008,15.133333333333333,25.03333333333333,13.716666666666669,85,10.366666666666667,22.0,29.316666666666663,24.016666666666666,31,15.0,14.216666666666669,17.8,15.0,18,10.916666666666666,9.7,13.616666666666667,10.0,36,8.083333333333334
Zoo Tycoon DS,True,1,True,True,"Simulation,Strategy",True,THQ,True,44,0.92,12.95,Nintendo DS,T,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Chromehounds,True,1,True,True,"Action,Simulation,Strategy",True,Sega,True,71,0.25,14.95,X360,T,True,2006,32.666666666666664,48.16666666666666,16.0,3,17.166666666666668,72.0,72.0,72.0,1,72.0,16.0,16.0,16.0,1,16.0,10.0,10.0,10.0,1,10.0
NCAA Football 08,True,2,True,True,Sports,True,EA,True,77,0.36,9.95,PlayStation 3,T,True,2007,12.0,12.0,12.0,1,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,12.0,12.0,12.0,1,12.0
The Sims 2: Castaway,True,1,True,True,Simulation,True,EA,True,66,0.66,16.95,Nintendo DS,M,True,2007,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0
Scooby-Doo! Unmasked,True,1,True,True,Action,True,THQ,True,60,0.08,17.95,Nintendo DS,E,True,2005,8.0,8.0,8.0,1,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.0,8.0,8.0,1,8.0
MotorStorm,True,1,True,True,"Action,Racing / Driving,Sports",True,Sony,True,82,1.58,16.95,PlayStation 3,T,True,2006,16.9,22.966666666666665,15.0,16,12.966666666666669,16.883333333333333,18.966666666666665,15.0,5,14.55,22.25,26.05,22.0,4,18.55,13.85,15.2,15.0,7,12.2
Bionicle Heroes,True,1,True,True,Action,True,Eidos,True,52,0.03,17.95,Nintendo Wii,T,True,2007,15.3,27.05,12.883333333333333,11,9.4,17.233333333333334,18.883333333333333,18.33333333333333,5,15.333333333333334,24.0,32.0,24.0,2,16.0,8.55,9.566666666666666,9.75,4,6.916666666666667
Monster Hunter Freedom 2,True,1,True,True,"Action,Strategy",True,Capcom,True,72,0.38,12.95,Sony PSP,T,True,2007,136.01666666666668,277.56666666666666,68.0,5,70.0,453.1333333333333,453.1333333333333,453.1333333333333,1,453.1333333333333,63.0,68.25,68.0,3,57.75,38.0,38.0,38.0,1,38.0
Super Smash Bros.: Brawl,True,6,True,True,Action,True,Nintendo,True,93,5.71,39.95,Nintendo Wii,T,True,2008,51.43333333333333,341.21666666666664,15.0,131,18.1,195.13333333333333,407.1333333333333,135.0,15,115.03333333333332,64.01666666666667,179.15,52.61666666666667,48,34.15,10.85,21.2,10.0,68,6.7
Sonic Unleashed,True,1,True,True,"Action,Adventure",True,Sega,True,54,0.42,17.95,PlayStation 3,T,True,2008,13.15,16.533333333333335,13.0,18,9.866666666666667,17.35,17.35,17.35,1,17.35,13.283333333333331,16.633333333333333,13.25,4,9.95,12.8,15.45,13.0,13,10.816666666666666
Resistance: Fall of Man,True,4,True,True,Action,True,Sony,True,86,1.61,19.95,PlayStation 3,E,True,2006,12.2,18.716666666666665,12.0,138,9.05,18.58333333333333,21.683333333333334,17.5,4,16.016666666666666,13.383333333333333,16.333333333333332,13.0,21,11.466666666666669,11.75,14.933333333333334,12.0,113,8.933333333333334
MLB Power Pros 2008,True,2,True,True,Sports,True,2K,True,83,0.12,22.95,Nintendo Wii,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
BlackSite: Area 51,True,1,True,True,Action,True,Midway,True,56,0.07,17.95,PlayStation 3,E,True,2007,5.816666666666666,7.9,5.8,30,4.683333333333334,6.8,7.4,6.8,2,6.216666666666667,5.866666666666667,6.216666666666667,6.0,4,5.466666666666667,5.733333333333333,7.816666666666666,5.533333333333333,24,4.583333333333333
GRID,True,1,True,True,"Racing / Driving,Simulation,Sports",True,,True,87,0.35,19.95,X360,E,True,2008,28.58333333333333,106.41666666666669,23.133333333333333,78,17.166666666666668,47.18333333333333,114.63333333333334,37.4,21,28.633333333333333,24.566666666666663,34.31666666666667,24.75,16,18.316666666666663,20.616666666666667,40.65,22.0,41,14.9
The Simpsons Game,True,2,True,True,Action,True,EA,True,71,0.55,17.95,X360,T,True,2007,1.0333333333333334,2.4,1.0,35,0.7166666666666667,1.4833333333333334,2.5166666666666666,1.0,7,0.9,0.0,0.0,0.0,0,0.0,0.9333333333333332,1.45,0.8666666666666667,28,0.65
Tiger Woods PGA Tour 07,True,1,True,True,Sports,True,EA,True,80,0.45,9.95,X360,T,True,2006,10.0,10.0,10.0,1,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10.0,10.0,10.0,1,10.0
Dead Head Fred,True,1,True,True,Action,True,,True,75,0.03,12.95,Sony PSP,E,True,2007,9.9,10.85,9.9,2,8.95,0.0,0.0,0.0,0,0.0,11.8,11.8,11.8,1,11.8,8.0,8.0,8.0,1,8.0
Deep Labyrinth,True,1,True,True,Role-Playing (RPG),True,,True,57,0.06,10.95,Nintendo DS,T,True,2006,13.566666666666666,13.566666666666666,13.566666666666666,1,13.566666666666666,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,13.566666666666666,13.566666666666666,13.566666666666666,1,13.566666666666666
Bubble Bobble Double Shot,True,1,True,True,Action,True,,True,50,0.04,17.95,Nintendo DS,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Viewtiful Joe: Red Hot Rumble,True,1,True,True,Action,True,Capcom,True,63,0.07,14.95,Sony PSP,E,True,2006,10.566666666666666,13.616666666666667,9.9,3,7.516666666666667,0.0,0.0,0.0,0,0.0,13.45,15.216666666666669,13.45,2,11.666666666666666,4.8,4.8,4.8,1,4.8
Tony Hawk's Proving Ground,True,2,True,True,Sports,True,Activision,True,57,0.23,16.95,Nintendo Wii,E,True,2007,8.133333333333333,8.133333333333333,8.133333333333333,1,8.133333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.133333333333333,8.133333333333333,8.133333333333333,1,8.133333333333333
The Chronicles of Narnia: Prince Caspian,True,1,True,True,Role-Playing (RPG),True,Disney,True,54,0.19,10.95,Nintendo DS,M,True,2008,12.816666666666666,15.116666666666667,11.65,4,11.116666666666667,11.65,11.816666666666666,11.65,2,11.483333333333333,0.0,0.0,0.0,0,0.0,14.0,16.0,14.0,2,12.0
